開放粵語字典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本字典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［繁體字］	［簡體字］	［粵語拼音］
腎	肾	sánt
舐	舐	sáy/sãy
圾	圾	sâb
颯	飒	sâb
薩	萨	sâd
鎩	铩	sâd
煞	煞	sâd
殺	杀	sâd
撒	撒	sâd
剎	刹	sâd
索	索	sâg/sôg
曬	晒	sâi
三	三	sâm
沁	沁	sâmp
滲	渗	sâmp
訕	讪	sân
汕	汕	sân
涮	涮	sân
傘	伞	sân
散	散	sân
疝	疝	sân
篡	篡	sân
蹭	蹭	sânk
擤	擤	sânk
霎	霎	sâp
哨	哨	sâu
狩	狩	sâw
嗽	嗽	sâw
獸	兽	sâw
鏽	锈	sâw
繡	绣	sâw
漱	漱	sâw
琇	琇	sâw
秀	秀	sâw
瘦	瘦	sâw
宿	宿	sâw
世	世	sây
細	细	sây
勢	势	sây
婿	婿	sây
耍	耍	sã
灑	洒	sã
璽	玺	sãi
徙	徙	sãi
嬸	婶	sãmp
審	审	sãmp
瀋	沈	sãmp
沈	沈	sãmp
散	散	sãn
省	省	sãng
稍	稍	sãu
首	首	sãw
搜	搜	sãw
守	守	sãw
手	手	sãw
嗾	嗾	sãw
擻	擞	sãw
艘	艘	sãw/säw
駛	驶	sãy
使	使	sãy
洗	洗	sãy
莎	莎	sä
紗	纱	sä
鯊	鲨	sä
卅	卅	sä
砂	砂	sä
裟	裟	sä
啥	啥	sä
痧	痧	sä
沙	沙	sä
噻	噻	säk
塞	塞	säk
三	三	säm
仨	仨	säm
叄	叁	säm
衫	衫	säm
心	心	sämp
參	参	sämp
郴	郴	sämp
深	深	sämp
琛	琛	sämp
芯	芯	sämp
森	森	sämp
刪	删	sän
潸	潸	sän
舢	舢	sän
拴	拴	sän
姍	姗	sän
山	山	sän
閂	闩	sän
珊	珊	sän
栓	栓	sän
跚	跚	sän
甥	甥	säng
牲	牲	säng
笙	笙	sänk
生	生	sänk/säng
燊	燊	sänt
呻	呻	sänt
伸	伸	sänt
新	新	sänt
薪	薪	sänt
娠	娠	sänt
身	身	sänt
砷	砷	sänt
辛	辛	sänt
鋅	锌	sänt
莘	莘	sänt
紳	绅	sänt
申	申	sänt
濕	湿	säp
澀	涩	säp/sëk/gîb
室	室	sät
蝨	虱	sät
失	失	sät
膝	膝	sät
瑟	瑟	sät
捎	捎	säu
梢	梢	säu
收	收	säw
螋	螋	säw
嗖	嗖	säw
餿	馊	säw
颼	飕	säw
羞	羞	säw
修	修	säw
搜	搜	säw/sãw
篩	筛	säy
犀	犀	säy
嘶	嘶	säy
西	西	säy
舾	舾	säy
硒	硒	säy
射	射	sè
麝	麝	sè
碩	硕	sèg
石	石	sèg
蝕	蚀	sèk
食	食	sèk
盛	盛	sènk
剩	剩	sènk
嵊	嵊	sènk
社	社	sé
猞	猞	sê
卸	卸	sê
赦	赦	sê
瀉	泻	sê
舍	舍	sê
錫	锡	sêg
姓	姓	sênk
勝	胜	sênk
聖	圣	sênk
性	性	sênk
四	四	sêy
些	些	së
昔	昔	sëk
銫	铯	sëk
飾	饰	sëk
晰	晰	sëk
析	析	sëk
識	识	sëk
蜥	蜥	sëk
拭	拭	sëk
息	息	sëk
皙	皙	sëk
惜	惜	sëk
色	色	sëk
適	适	sëk
媳	媳	sëk
嗇	啬	sëk
軾	轼	sëk
淅	淅	sëk
式	式	sëk
蟋	蟋	sëk
悉	悉	sëk
螫	螫	sëk
熄	熄	sëk
釋	释	sëk
陞	升	sënk
惺	惺	sënk
猩	猩	sënk
星	星	sënk
升	升	sënk
昇	升	sënk
勝	胜	sënk
腥	腥	sënk/sëng
聲	声	sënk/sëng
侍	侍	sì
士	士	sì
事	事	sì
是	是	sì
伺	伺	sì
仕	仕	sì
豉	豉	sì
氏	氏	sì
視	视	sì
示	示	sì
贍	赡	sìm
膳	膳	sìn
撣	掸	sìn
嬗	嬗	sìn
擅	擅	sìn
繕	缮	sìn
倩	倩	sìn
善	善	sìn
羨	羡	sìn
禪	禅	sìn
單	单	sìn
鄯	鄯	sìn
茜	茜	sìn/säy
邵	邵	sìu
劭	劭	sìu
肇	肇	sìu
兆	兆	sìu
紹	绍	sìu
市	市	sí
鱔	鳝	sín
泗	泗	sî
使	使	sî
嗜	嗜	sî
弒	弑	sî
肆	肆	sî
諡	谥	sî
試	试	sî
駟	驷	sî
攝	摄	sîb
歙	歙	sîb
涉	涉	sîb
懾	慑	sîb/jîb
舌	舌	sîd
褻	亵	sîd
竊	窃	sîd
洩	泄	sîd
薛	薛	sîd
屑	屑	sîd
楔	楔	sîd
絏	绁	sîd
揳	揳	sîd/sîb
腺	腺	sîn
扇	扇	sîn
煽	煽	sîn
騸	骟	sîn
霰	霰	sîn
線	线	sîn
嘯	啸	sîu
笑	笑	sîu
少	少	sîu
尸	尸	sï
絲	丝	sï
師	师	sï
獅	狮	sï
詩	诗	sï
私	私	sï
撕	撕	sï
蓍	蓍	sï
斯	斯	sï
司	司	sï
施	施	sï
屍	尸	sï
廝	厮	sï
思	思	sï
仙	仙	sïn
鮮	鲜	sïn
酰	酰	sïn
先	先	sïn
氙	氙	sïn/sän
消	消	sïu
銷	销	sïu
燒	烧	sïu
霄	霄	sïu
宵	宵	sïu
蕭	萧	sïu
硝	硝	sïu
逍	逍	sïu
簫	箫	sïu
韶	韶	sïu
瀟	潇	sïu
魈	魈	sïu
孰	孰	sòk
屬	属	sòk
淑	淑	sòk
塾	塾	sòk
蜀	蜀	sòk
菽	菽	sòk
熟	熟	sòk
贖	赎	sòk
順	顺	sònt
沭	沭	sòt
述	述	sòt
術	术	sòt
萃	萃	sòy
燧	燧	sòy
邃	邃	sòy
隧	隧	sòy
瑞	瑞	sòy
穗	穗	sòy
祟	祟	sòy
粹	粹	sòy
遂	遂	sòy
悴	悴	sòy
睡	睡	sòy
瘁	瘁	sòy/sóy
緒	绪	sóy
髓	髓	sóy
墅	墅	sóy
絮	絮	sóy/sòy
索	索	sôg
說	说	sôg
朔	朔	sôg
喪	丧	sông
送	送	sônk
宋	宋	sônk
巽	巽	sônt
舜	舜	sônt
信	信	sônt
迅	迅	sônt
浚	浚	sônt
瞬	瞬	sônt
遜	逊	sônt
訊	讯	sônt
汛	汛	sônt
囟	囟	sônt/sõnt
訴	诉	sôw
數	数	sôw
溯	溯	sôw
掃	扫	sôw
塑	塑	sôw
愫	愫	sôw
臊	臊	sôw
素	素	sôw
帥	帅	sôy
歲	岁	sôy
碎	碎	sôy
稅	税	sôy
說	说	sôy
瑣	琐	sõ
鎖	锁	sõ
嗩	唢	sõ
所	所	sõ
嗓	嗓	sõng
搡	搡	sõng
爽	爽	sõng
竦	竦	sõnk
慫	怂	sõnk
聳	耸	sõnk
悚	悚	sõnk
榫	榫	sõnt
筍	笋	sõnt
數	数	sõw
嫂	嫂	sõw
水	水	sõy
梭	梭	sö
唆	唆	sö
梳	梳	sö
羧	羧	sö
嗦	嗦	sö
疏	疏	sö
蔬	蔬	sö
蓑	蓑	sö
腮	腮	söi
鰓	鳃	söi
夙	夙	sök
粟	粟	sök
宿	宿	sök
蓿	蓿	sök
鷫	鹔	sök
叔	叔	sök
肅	肃	sök
倏	倏	sök
縮	缩	sök
僳	僳	sök
桑	桑	söng
喪	丧	söng
嵩	嵩	sönk
從	从	sönk
淞	淞	sönk
鬆	松	sönk
忪	忪	sönk
荀	荀	sönt
芯	芯	sönt
詢	询	sönt
殉	殉	sönt
峋	峋	sönt
恤	恤	söt
摔	摔	söt
蟀	蟀	söt
率	率	söt
戌	戌	söt
騷	骚	söw
囌	苏	söw
蘇	苏	söw
搔	搔	söw
甦	甦	söw
酥	酥	söw
鬚	须	söw
臊	臊	söw
穌	稣	söw
雖	虽	söy
荽	荽	söy
須	须	söy
胥	胥	söy
需	需	söy
衰	衰	söy
睢	睢	söy
濉	濉	söy
綏	绥	söy
屎	屎	sĩ
使	使	sĩ
史	史	sĩ
陝	陕	sĩm
閃	闪	sĩm
跣	跣	sĩn
鮮	鲜	sĩn
冼	冼	sĩn
癬	癣	sĩn
少	少	sĩu
筱	筱	sĩu
小	小	sĩu
捨	舍	sẽ
寫	写	sẽ
省	省	sẽnk
醒	醒	sẽnk/sẽng
死	死	sẽy
覃	覃	tam
澹	澹	tam
談	谈	tam
曇	昙	tam
郯	郯	tam
譚	谭	tam
潭	潭	tam
痰	痰	tam
彈	弹	tan
檀	檀	tan
壇	坛	tan
謄	誊	tank
疼	疼	tank
騰	腾	tank
藤	藤	tank
滕	滕	tank
頭	头	taw
投	投	taw
骰	骰	taw/sëk
堤	堤	tay
緹	缇	tay
醍	醍	tay
啼	啼	tay
鵜	鹈	tay
蹄	蹄	tay
題	题	tay
提	提	tay
廷	廷	tenk
亭	亭	tenk
庭	庭	tenk
婷	婷	tenk
霆	霆	tenk
蜓	蜓	tenk
停	停	tenk
臀	臀	teun
糰	团	teun
屯	屯	teun
豚	豚	teun
團	团	teun
囤	囤	teun
斷	断	teún
脫	脱	teûd
恬	恬	tim
甜	甜	tim
闐	阗	tin
鈿	钿	tin
田	田	tin
填	填	tin
鈿	钿	tin/dìn
滇	滇	tin/dïn
迢	迢	tiu
笤	笤	tiu
齠	龆	tiu
條	条	tiu
調	调	tiu
髫	髫	tiu
舵	舵	to
馱	驮	to
佗	佗	to
鴕	鸵	to
駝	驼	to
沱	沱	to
陀	陀	to
颱	台	toi
跆	跆	toi
台	台	toi
苔	苔	toi
枱	台	toi
薹	薹	toi
抬	抬	toi
醣	醣	tong
幢	幢	tong
塘	塘	tong
膛	膛	tong
唐	唐	tong
棠	棠	tong
堂	堂	tong
溏	溏	tong
螳	螳	tong
搪	搪	tong/tóng
糖	糖	tong/tõng
衕	同	tonk
彤	彤	tonk
峒	峒	tonk
同	同	tonk
僮	僮	tonk
桐	桐	tonk
瞳	瞳	tonk
佟	佟	tonk
銅	铜	tonk
酮	酮	tonk
童	童	tonk
潼	潼	tonk
陶	陶	tow
屠	屠	tow
檮	梼	tow
啕	啕	tow
洮	洮	tow
涂	涂	tow
圖	图	tow
逃	逃	tow
塗	涂	tow
萄	萄	tow
鼗	鼗	tow
掏	掏	tow
桃	桃	tow
徒	徒	tow
淘	淘	tow
荼	荼	tow
途	途	tow
濤	涛	tow
頹	颓	toy
淡	淡	tám
榻	榻	tâb
塌	塌	tâb
塔	塔	tâb
漯	漯	tâb
遢	遢	tâb/tâd
闥	闼	tâd
撻	挞	tâd
躂	跶	tâd
韃	鞑	tâd
趿	趿	tâd
肽	肽	tâi
太	太	tâi
貸	贷	tâi
汰	汰	tâi
泰	泰	tâi
傣	傣	tâi
態	态	tâi
鈦	钛	tâi
探	探	tâm
罈	坛	tâm
炭	炭	tân
歎	叹	tân
碳	碳	tân
褪	褪	tânt
透	透	tâw
嚏	嚏	tây
替	替	tây
屜	屉	tây
涕	涕	tây
剃	剃	tây
毯	毯	tãm
袒	袒	tãn
鉭	钽	tãn
忐	忐	tãn
疸	疸	tãn
亶	亶	tãn
坦	坦	tãn
體	体	tãy
牠	它	tä
鉈	铊	tä
祂	他	tä
她	她	tä
它	它	tä
他	他	tä
貪	贪	täm
癱	瘫	tän
攤	摊	tän
坍	坍	tän
灘	滩	tän
吞	吞	tänt
飩	饨	tänt
偷	偷	täw
梯	梯	täy
銻	锑	täy
挺	挺	ténk
鋌	铤	ténk
艇	艇	ténk/téng
踢	踢	têg
聽	听	tênk
忑	忑	tëk
倜	倜	tëk
剔	剔	tëk
惕	惕	tëk
忒	忒	tëk
鋱	铽	tëk
汀	汀	tënk
烴	烃	tënk
廳	厅	tënk/tëng
聽	听	tënk/tëng
殄	殄	tín/tím
窕	窕	tíu
挑	挑	tíu
萜	萜	tîb
貼	贴	tîb
帖	帖	tîb
餮	餮	tîd
鐵	铁	tîd
跳	跳	tîu
眺	眺	tîu
添	添	tïm
天	天	tïn
挑	挑	tïu
盾	盾	tónt
肚	肚	tów
唾	唾	tô/teô
橐	橐	tôg
拓	拓	tôg
庹	庹	tôg
托	托	tôg
託	托	tôg
蹚	蹚	tông
熨	熨	tông
趟	趟	tông
燙	烫	tông
痛	痛	tônk
彖	彖	tônt
套	套	tôw
兔	兔	tôw
吐	吐	tôw
退	退	tôy
蛻	蜕	tôy
橢	椭	tõ
妥	妥	tõ
倘	倘	tõng
淌	淌	tõng
儻	傥	tõng
帑	帑	tõng
躺	躺	tõng
捅	捅	tõnk
桶	桶	tõnk
統	统	tõnk
筒	筒	tõnk/tonk
討	讨	tõw
釷	钍	tõw
禱	祷	tõw
土	土	tõw
腿	腿	tõy
拖	拖	tö
苔	苔	töi
胎	胎	töi
禿	秃	tök
湯	汤	töng
通	通	tönk
湍	湍	tönt/jeün
饕	饕	töw
叨	叨	töw
韜	韬	töw
滔	滔	töw
推	推	töy
舔	舔	tĩm
腆	腆	tĩn
華	华	wa
驊	骅	wa
划	划	wa/wä
槐	槐	wai
淮	淮	wai
懷	怀	wai
鬟	鬟	wan
玩	玩	wan
寰	寰	wan
還	还	wan
環	环	wan
頑	顽	wan
橫	横	wang
弘	弘	wank
宏	宏	wank
閎	闳	wank
鋆	鋆	want
勻	匀	want
渾	浑	want
魂	魂	want
餛	馄	want
云	云	want
妘	妘	want
芸	芸	want
紜	纭	want
蕓	芸	want
昀	昀	want
琿	珲	want
筠	筠	want
暈	晕	want
耘	耘	want
雲	云	want
違	违	way
維	维	way
圍	围	way
惟	惟	way
為	为	way
帷	帷	way
唯	唯	way
闈	闱	way
濰	潍	way
桅	桅	way
遺	遗	way
嶸	嵘	wenk
榮	荣	wenk
禾	禾	wo
和	和	wo
隍	隍	wong
徨	徨	wong
簧	簧	wong
王	王	wong
凰	凰	wong
煌	煌	wong
潢	潢	wong
遑	遑	wong
黃	黄	wong
惶	惶	wong
磺	磺	wong
皇	皇	wong
蟥	蟥	wong
蝗	蝗	wong
鶘	鹕	wu
衚	胡	wu
鬍	胡	wu
餬	糊	wu
煳	煳	wu
猢	猢	wu
瑚	瑚	wu
蝴	蝴	wu
狐	狐	wu
湖	湖	wu
弧	弧	wu
胡	胡	wu
壺	壶	wu
糊	糊	wu
葫	葫	wu
醐	醐	wu
洄	洄	wui
徊	徊	wui
迴	回	wui
回	回	wui
蛔	蛔	wui
桓	桓	wun
垣	垣	wun
援	援	wun/yeun
華	华	wà
話	话	wà
樺	桦	wà/wa
滑	滑	wàd
猾	猾	wàd
惑	惑	wàg
畫	画	wàg
劃	划	wàg
或	或	wàg
壞	坏	wài
患	患	wàn
幻	幻	wàn
宦	宦	wàn
橫	横	wàng
鄆	郓	wànt
諢	诨	wànt
運	运	wànt
暈	晕	wànt
混	混	wànt
熨	熨	wànt
韻	韵	wànt/wánt
鷸	鹬	wàt
聿	聿	wàt/lòt
渭	渭	wày
位	位	wày
惠	惠	wày
謂	谓	wày
衛	卫	wày
胃	胃	wày
為	为	wày
蕙	蕙	wày
彗	彗	wày
蝟	猬	wày
慧	慧	wày
踝	踝	wá
輓	挽	wán
挽	挽	wán
允	允	wánt
殞	殒	wánt
尹	尹	wánt
隕	陨	wánt
狁	狁	wánt
瑋	玮	wáy
韙	韪	wáy
諱	讳	wáy
葦	苇	wáy
緯	纬	wáy
偉	伟	wáy
韋	韦	wáy
挖	挖	wâd
斡	斡	wâd
蘊	蕴	wânt
慍	愠	wânt
醞	酝	wânt
搵	揾	wânt
喂	喂	wây
畏	畏	wây
尉	尉	wây
慰	慰	wây
蔚	蔚	wây
餵	喂	wây
穢	秽	wây
薈	荟	wây/wùi
話	话	wã
剮	剐	wã
畫	画	wã/wà
綰	绾	wãn
玩	玩	wãn
穩	稳	wãnt
萎	萎	wãy
喟	喟	wãy
痿	痿	wãy
卉	卉	wãy
猥	猥	wãy
委	委	wãy
毀	毁	wãy
譁	哗	wä
娃	娃	wä
哇	哇	wä
蛙	蛙	wä
凹	凹	wä
嘩	哗	wä
窪	洼	wä
歪	歪	wäi
彎	弯	wän
灣	湾	wän
氳	氲	wänt
溫	温	wänt
瘟	瘟	wänt
屈	屈	wät
鬱	郁	wät
委	委	wäy
威	威	wäy
逶	逶	wäy
崴	崴	wäy
葳	葳	wäy
蜮	蜮	wèk
閾	阈	wèk
域	域	wèk
詠	咏	wènk
泳	泳	wènk
穎	颖	wènk
潁	颍	wènk
永	永	wénk
扔	扔	wënk
禍	祸	wò
鑊	镬	wòg
穫	获	wòg
獲	获	wòg
旺	旺	wòng
往	往	wóng
枉	枉	wõng
窩	窝	wö
倭	倭	wö
鍋	锅	wö
撾	挝	wö
媧	娲	wö
萵	莴	wö
渦	涡	wö
蝸	蜗	wö
窠	窠	wö/fö
汪	汪	wöng
怙	怙	wù
祜	祜	wù
戶	户	wù
芋	芋	wù
扈	扈	wù
互	互	wù
護	护	wù
滬	沪	wù
瓠	瓠	wù/wu
活	活	wùd
燴	烩	wùi
會	会	wùi
匯	汇	wùi
彙	汇	wùi/wày
會	会	wùi/wũi
緩	缓	wùn
喚	唤	wùn
奐	奂	wùn
瘓	痪	wùn
玩	玩	wùn
煥	焕	wùn
換	换	wùn
會	会	wúi
皖	皖	wún
浣	浣	wún
惡	恶	wû
污	污	wü
惡	恶	wü
嗚	呜	wü
鄔	邬	wü
烏	乌	wü
鎢	钨	wü
偎	偎	wüi
剜	剜	wün
滸	浒	wũ
塢	坞	wũ
腕	腕	wũn
碗	碗	wũn
莞	莞	wũn
玩	玩	wũn/wùn
豌	豌	wũn/wün
惋	惋	wũn/yeũn
霪	霪	yamp
壬	壬	yamp
任	任	yamp
吟	吟	yamp
淫	淫	yamp
仁	仁	yant
夤	夤	yant
寅	寅	yant
人	人	yant
猶	犹	yaw
游	游	yaw
蹂	蹂	yaw
鈾	铀	yaw
遊	游	yaw
酋	酋	yaw
蚰	蚰	yaw
尤	尤	yaw
攸	攸	yaw
由	由	yaw
悠	悠	yaw
揉	揉	yaw
油	油	yaw
疣	疣	yaw
郵	邮	yaw
魷	鱿	yaw
柔	柔	yaw
椰	椰	ye
邪	邪	ye
爺	爷	ye
揶	揶	ye
耶	耶	ye
贏	赢	yeng
滎	荥	yenk
盈	盈	yenk
瑩	莹	yenk
凝	凝	yenk
型	型	yenk
熒	荧	yenk
陘	陉	yenk
迎	迎	yenk
鎣	蓥	yenk
嬴	嬴	yenk
楹	楹	yenk
贏	赢	yenk
邢	邢	yenk
縈	萦	yenk
瀛	瀛	yenk
仍	仍	yenk
營	营	yenk
瀠	潆	yenk
形	形	yenk
刑	刑	yenk
蠅	蝇	yenk
螢	萤	yenk
瀅	滢	yenk/yènk
徉	徉	yeong
陽	阳	yeong
羊	羊	yeong
颺	飏	yeong
瘍	疡	yeong
烊	烊	yeong
楊	杨	yeong
揚	扬	yeong
瀼	瀼	yeong
禳	禳	yeong
穰	穰	yeong
蘘	蘘	yeong
洋	洋	yeong
暘	旸	yeong
佯	佯	yeong
萸	萸	yeu
揄	揄	yeu
逾	逾	yeu
臾	臾	yeu
虞	虞	yeu
俞	俞	yeu
如	如	yeu
隅	隅	yeu
竽	竽	yeu
濡	濡	yeu
愚	愚	yeu
妤	妤	yeu
愉	愉	yeu
瑜	瑜	yeu
踰	逾	yeu
予	予	yeu
禺	禺	yeu
儒	儒	yeu
榆	榆	yeu
蝓	蝓	yeu
于	于	yeu
蠕	蠕	yeu
余	余	yeu
歟	欤	yeu
魚	鱼	yeu
盂	盂	yeu
漁	渔	yeu
娛	娱	yeu
嚅	嚅	yeu
狳	狳	yeu
茹	茹	yeu
諛	谀	yeu
覦	觎	yeu
渝	渝	yeu
輿	舆	yeu
餘	余	yeu
孺	孺	yeu/yeù
元	元	yeun
袁	袁	yeun
轅	辕	yeun
圓	圆	yeun
猿	猿	yeun
眩	眩	yeun
緣	缘	yeun
烷	烷	yeun
懸	悬	yeun
原	原	yeun
沿	沿	yeun
員	员	yeun
鉛	铅	yeun
玄	玄	yeun
紈	纨	yeun
芫	芫	yeun
完	完	yeun
園	园	yeun
源	源	yeun
沅	沅	yeun
丸	丸	yeun/yeũn
瘧	疟	yeòg
龠	龠	yeòg
鑰	钥	yeòg
蒻	蒻	yeòg
弱	弱	yeòg
躍	跃	yeòg
謔	谑	yeòg
虐	虐	yeòg
若	若	yeòg
藥	药	yeòg
籥	籥	yeòg
恙	恙	yeòng
讓	让	yeòng
樣	样	yeòng
漾	漾	yeòng
釀	酿	yeòng
壤	壤	yeòng
氧	氧	yeóng
癢	痒	yeóng
仰	仰	yeóng
養	养	yeóng
攘	攘	yeóng
嚷	嚷	yeóng/yeòng
約	约	yeôg
鞅	鞅	yeõng
殃	殃	yeöng
央	央	yeöng
鴦	鸯	yeöng
秧	秧	yeöng
癒	愈	yeù
蕷	蓣	yeù
譽	誉	yeù
預	预	yeù
遇	遇	yeù
馭	驭	yeù
愈	愈	yeù
御	御	yeù
裕	裕	yeù
寓	寓	yeù
豫	豫	yeù
與	与	yeù
語	语	yeù
籲	吁	yeù
禦	御	yeù
喻	喻	yeù
諭	谕	yeù
鉞	钺	yeùd
釔	钇	yeùd
越	越	yeùd
穴	穴	yeùd
閱	阅	yeùd
曰	曰	yeùd
月	月	yeùd
悅	悦	yeùd
粵	粤	yeùd
乙	乙	yeùd/yeûd
縣	县	yeùn
願	愿	yeùn
媛	媛	yeùn
院	院	yeùn
炫	炫	yeùn/yeun
遠	远	yeùn/yeún
齬	龉	yeú
瑀	瑀	yeú
圄	圄	yeú
汝	汝	yeú
雨	雨	yeú
禹	禹	yeú
羽	羽	yeú
宇	宇	yeú
與	与	yeú
乳	乳	yeú
貐	貐	yeú
敔	敔	yeú
語	语	yeú
予	予	yeú
遠	远	yeún
阮	阮	yeún
軟	软	yeún
酗	酗	yeû/hõy/hôy
怨	怨	yeûn
淤	淤	yeü
於	于	yeü
迂	迂	yeü
冤	冤	yeün
蜿	蜿	yeün
鳶	鸢	yeün
淵	渊	yeün
鴛	鸳	yeün
嫗	妪	yeũ
傴	伛	yeũ
瘀	瘀	yeũ
菀	菀	yeũn
婉	婉	yeũn
苑	苑	yeũn
宛	宛	yeũn
琬	琬	yeũn
移	移	yi
胰	胰	yi
痍	痍	yi
兒	儿	yi
貽	贻	yi
疑	疑	yi
詒	诒	yi
怡	怡	yi
而	而	yi
誼	谊	yi
頤	颐	yi
飴	饴	yi
迤	迤	yi
儀	仪	yi
夷	夷	yi
宜	宜	yi
咦	咦	yi
彞	彝	yi
沂	沂	yi
眙	眙	yi
蛇	蛇	yi
姨	姨	yi
閻	阎	yim
嫌	嫌	yim
蚺	蚺	yim
髯	髯	yim
嚴	严	yim
炎	炎	yim
閆	闫	yim
鹽	盐	yim
簷	檐	yim/sim
舷	舷	yin
然	然	yin
賢	贤	yin
研	研	yin
涎	涎	yin
言	言	yin
弦	弦	yin
延	延	yin
燃	燃	yin
筵	筵	yin
妍	妍	yin
蜒	蜒	yin
焉	焉	yin
徭	徭	yiu
搖	摇	yiu
姚	姚	yiu
謠	谣	yiu
鰩	鳐	yiu
饒	饶	yiu
颻	飖	yiu
嬈	娆	yiu
洮	洮	yiu
遙	遥	yiu
窯	窑	yiu
堯	尧	yiu
瑤	瑶	yiu
傭	佣	yonk
榕	榕	yonk
茸	茸	yonk
蓉	蓉	yonk
鏞	镛	yonk
熔	熔	yonk
庸	庸	yonk
融	融	yonk
溶	溶	yonk
慵	慵	yonk
容	容	yonk
鱅	鳙	yonk
戎	戎	yonk
絨	绒	yonk/yõnk
蕤	蕤	yoy
飪	饪	yàmp
妊	妊	yàmp
任	任	yàmp
衽	衽	yàmp
賃	赁	yàmp
任	任	yàmp
胤	胤	yànt
孕	孕	yànt
釁	衅	yànt
刃	刃	yànt
紉	纫	yànt
韌	韧	yànt/ngànk
入	入	yàp
溢	溢	yàt
日	日	yàt
軼	轶	yàt
逸	逸	yàt
右	右	yàw
釉	釉	yàw
鼬	鼬	yàw
狖	狖	yàw
佑	佑	yàw
侑	侑	yàw
宥	宥	yàw
囿	囿	yàw
又	又	yàw
曳	曳	yày
跩	跩	yày
也	也	yá
荏	荏	yámp/yàmp
蚓	蚓	yánt
引	引	yánt
友	友	yáw
有	有	yáw
誘	诱	yáw
酉	酉	yáw
蔭	荫	yâmp
窨	窨	yâmp
印	印	yânt
幼	幼	yâw
飲	饮	yãmp
隱	隐	yãnt
忍	忍	yãnt
癮	瘾	yãnt
柚	柚	yãw
黝	黝	yãw
欽	钦	yämp
歆	歆	yämp
鑫	鑫	yämp
陰	阴	yämp
音	音	yämp
茵	茵	yänt
恩	恩	yänt
氤	氤	yänt
因	因	yänt
堙	堙	yänt
姻	姻	yänt
甄	甄	yänt
昕	昕	yänt
殷	殷	yänt
忻	忻	yänt
欣	欣	yänt
悒	悒	yäp
揖	揖	yäp
邑	邑	yäp
挹	挹	yäp
翕	翕	yäp
熠	熠	yäp
泣	泣	yäp
壹	壹	yät
一	一	yät
鵂	鸺	yäw
優	优	yäw
蚯	蚯	yäw
貅	貅	yäw
髹	髹	yäw
邱	邱	yäw
憂	忧	yäw
幽	幽	yäw
休	休	yäw
丘	丘	yäw
咻	咻	yäw
夜	夜	yè
偌	偌	yè
腋	腋	yèk
驛	驿	yèk
奕	奕	yèk
翼	翼	yèk
翊	翊	yèk
弈	弈	yèk
亦	亦	yèk
蜴	蜴	yèk
役	役	yèk
疫	疫	yèk
易	易	yèk
弋	弋	yèk
掖	掖	yèk
液	液	yèk
繹	绎	yèk
譯	译	yèk
翌	翌	yèk
逆	逆	yèk/ngàg
認	认	yènk
惹	惹	yé
野	野	yé
冶	冶	yé
郢	郢	yénk
應	应	yênk
億	亿	yëk
臆	臆	yëk
益	益	yëk
抑	抑	yëk
憶	忆	yëk
鬩	阋	yëk
嬰	婴	yënk
鷹	鹰	yënk
鸚	鹦	yënk
英	英	yënk
櫻	樱	yënk
應	应	yënk
纓	缨	yënk
膺	膺	yënk
瑛	瑛	yënk
二	二	yì
易	易	yì
肄	肄	yì
異	异	yì
貳	贰	yì
劓	劓	yì
義	义	yì
頁	页	yìb
業	业	yìb
葉	叶	yìb
燁	烨	yìb
拽	拽	yìd
孽	孽	yìd
熱	热	yìd
臬	臬	yìd/nìb
焰	焰	yìm
驗	验	yìm
艷	艳	yìm
讞	谳	yìn
現	现	yìn
硯	砚	yìn
諺	谚	yìn
莧	苋	yìn
彥	彦	yìn
唁	唁	yìn
曜	曜	yìu
鷂	鹞	yìu
耀	耀	yìu
邇	迩	yí
以	以	yí
洱	洱	yí
爾	尔	yí
耳	耳	yí
議	议	yí
迤	迤	yí
已	已	yí
擬	拟	yí
矣	矣	yí
染	染	yím
苒	苒	yím
儼	俨	yím
冉	冉	yím
舀	舀	yíu
癔	癔	yî
鐿	镱	yî
懿	懿	yî
意	意	yî
薏	薏	yî
靨	靥	yîb
噎	噎	yîd
謁	谒	yîd
咽	咽	yîd
饜	餍	yîm
厭	厌	yîm
嚥	咽	yîn
宴	宴	yîn
燕	燕	yîn
要	要	yîu
銥	铱	yï
漪	漪	yï
醫	医	yï
衣	衣	yï
依	依	yï
伊	伊	yï
黟	黟	yï
禕	祎	yï
禕	祎	yï
猗	猗	yï
奄	奄	yïm
淹	淹	yïm
閹	阉	yïm
懨	恹	yïm
醃	腌	yïm/yîb
蔫	蔫	yïn
湮	湮	yïn
菸	烟	yïn
胭	胭	yïn
焉	焉	yïn
咽	咽	yïn
鄢	鄢	yïn
嫣	嫣	yïn
燕	燕	yïn
煙	烟	yïn
閼	阏	yïn
要	要	yïu
吆	吆	yïu
邀	邀	yïu
夭	夭	yïu
么	幺	yïu
腰	腰	yïu
妖	妖	yïu
鈺	钰	yòk
褥	褥	yòk
蓐	蓐	yòk
浴	浴	yòk
辱	辱	yòk
育	育	yòk
