开放粤语字典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本字典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［简体字］	［繁体字］	［黄锡凌拼音］
灿	燦	¯tsan
璨	璨	¯tsan
插	插	¯tsap
锸	鍤	¯tsap
察	察	¯tsat
刷	刷	¯tsat
獭	獺	¯tsat
擦	擦	¯tsat
刹	剎	¯tsat/¯sat
肏	肏	¯tsau
次	次	¯tsi
帜	幟	¯tsi
刺	刺	¯tsi
翅	翅	¯tsi
厕	廁	¯tsi
赐	賜	¯tsi
炽	熾	¯tsi
堑	塹	¯tsim
僭	僭	¯tsim
暹	暹	¯tsim/'tsim
妾	妾	¯tsip
澈	澈	¯tsit
辙	轍	¯tsit
设	設	¯tsit
切	切	¯tsit
撤	撤	¯tsit
掣	掣	¯tsit
彻	徹	¯tsit
俏	俏	¯tsiu
肖	肖	¯tsiu
鞘	鞘	¯tsiu
峭	峭	¯tsiu
醋	醋	¯tsou
措	措	¯tsou
糙	糙	¯tsou
燥	燥	¯tsou
噪	噪	¯tsou
躁	躁	¯tsou
操	操	¯tsou/'tsou
处	處	¯tsy
串	串	¯tsyn
寸	寸	¯tsyn
爨	爨	¯tsyn
窜	竄	¯tsyn
吋	吋	¯tsyn
撮	撮	¯tsyt
猝	猝	¯tsyt
踅	踅	¯tsyt
绰	綽	¯tsœk
卓	卓	¯tsœk
戳	戳	¯tsœk
脆	脆	¯tsœy
趣	趣	¯tsœy
翠	翠	¯tsœy
啐	啐	¯tsœy
觑	覷	¯tsœy
淬	淬	¯tsœy/_sœy
焠	焠	¯tsœy/_sœy
呛	嗆	¯tsœŋ
戗	戧	¯tsœŋ
唱	唱	¯tsœŋ
怅	悵	¯tsœŋ
跄	蹌	¯tsœŋ
炝	熗	¯tsœŋ
畅	暢	¯tsœŋ
倡	倡	¯tsœŋ
切	切	¯tsɐi
砌	砌	¯tsɐi
沏	沏	¯tsɐi
谶	讖	¯tsɐm/¯tsam
龀	齔	¯tsɐn
趁	趁	¯tsɐn
衬	襯	¯tsɐn
嗅	嗅	¯tsɐu
臭	臭	¯tsɐu
糗	糗	¯tsɐu
溴	溴	¯tsɐu
凑	湊	¯tsɐu
挫	挫	¯tsɔ
锉	銼	¯tsɔ
错	錯	¯tsɔ
菜	菜	¯tsɔi
蔡	蔡	¯tsɔi
塞	塞	¯tsɔi
赛	賽	¯tsɔi
错	錯	¯tsɔk
创	創	¯tsɔŋ
尺	尺	¯tsɛk
呎	呎	¯tsɛk
赤	赤	¯tsɛk
秤	秤	¯tsɪŋ
称	稱	¯tsɪŋ
称	稱	¯tsɪŋ/¯tsɐŋ
脱	脫	¯tyt
彖	彖	¯tœn
退	退	¯tœy
蜕	蛻	¯tœy
屉	屜	¯tɐi
剃	剃	¯tɐi
替	替	¯tɐi
涕	涕	¯tɐi
嚏	嚏	¯tɐi
褪	褪	¯tɐn
透	透	¯tɐu
唾	唾	¯tɔ/¯tɛu
庹	庹	¯tɔk
托	託	¯tɔk
橐	橐	¯tɔk
托	托	¯tɔk
拓	拓	¯tɔk
趟	趟	¯tɔŋ
蹚	蹚	¯tɔŋ
熨	熨	¯tɔŋ
烫	燙	¯tɔŋ
踢	踢	¯tɛk
听	聽	¯tɪŋ
痛	痛	¯tʊŋ
斡	斡	¯wat
挖	挖	¯wat
恶	惡	¯wu
慰	慰	¯wɐi
尉	尉	¯wɐi
蔚	蔚	¯wɐi
秽	穢	¯wɐi
畏	畏	¯wɐi
喂	餵	¯wɐi
喂	喂	¯wɐi
荟	薈	¯wɐi/_wui
蕴	蘊	¯wɐn
愠	慍	¯wɐn
酝	醞	¯wɐn
揾	搵	¯wɐn
懊	懊	¯ŋou
澳	澳	¯ŋou
奥	奧	¯ŋou
袄	襖	¯ŋou/´ŋou
盎	盎	¯ŋɔŋ/´ŋɔŋ
屃	屭	¯ɐi
缢	縊	¯ɐi
唉	唉	¯ɐi
暗	暗	¯ɐm
怄	慪	¯ɐu
凹	凹	¯ɐu/'nɐp
爱	愛	¯ɔi
瑷	璦	¯ɔi
垩	堊	¯ɔk
恶	惡	¯ɔk
恶	噁	¯ɔk
按	按	¯ɔn
摁	摁	¯ɔn
案	案	¯ɔn
瓮	甕	¯ʊŋ
齆	齆	¯ʊŋ
啊	啊	´a
哑	啞	´a
俺	俺	´an
把	把	´ba
钯	鈀	´ba
靶	靶	´ba
捭	捭	´bai
摆	襬	´bai
摆	擺	´bai
舨	舨	´ban
板	板	´ban
坂	坂	´ban
版	版	´ban
板	闆	´ban
饱	飽	´bau
彼	彼	´bei
比	比	´bei
妣	妣	´bei
匕	匕	´bei/¯bei
贬	貶	´bin
匾	匾	´bin
扁	扁	´bin
表	表	´biu
婊	婊	´biu
圃	圃	´bou
保	保	´bou
鸨	鴇	´bou
宝	寶	´bou
堡	堡	´bou
补	補	´bou
葆	葆	´bou
畚	畚	´bun
本	本	´bun
苯	苯	´bun
禀	稟	´bɐn
品	品	´bɐn
绑	綁	´bɔŋ
榜	榜	´bɔŋ
蒡	蒡	´bɔŋ
膀	膀	´bɔŋ
饼	餅	´bɛŋ
炳	炳	´bɪŋ
饼	餅	´bɪŋ
屏	屏	´bɪŋ
秉	秉	´bɪŋ
丙	丙	´bɪŋ
打	打	´da
歹	歹	´dai
胆	膽	´dam
弹	彈	´dan
点	點	´dim
碘	碘	´din
垫	墊	´din
典	典	´din
屌	屌	´diu
赌	賭	´dou
堵	堵	´dou
岛	島	´dou
睹	睹	´dou
捣	搗	´dou
倒	倒	´dou
短	短	´dyn
崭	嶄	´dzam
斩	斬	´dzam
攒	攢	´dzan
趱	趲	´dzan
盏	盞	´dzan
爪	爪	´dzau
找	找	´dzau
滓	滓	´dzi
芷	芷	´dzi
趾	趾	´dzi
子	子	´dzi
止	止	´dzi
酯	酯	´dzi
祉	祉	´dzi
籽	籽	´dzi
秭	秭	´dzi
梓	梓	´dzi
咫	咫	´dzi
仔	仔	´dzi
只	只	´dzi
指	指	´dzi
纸	紙	´dzi
旨	旨	´dzi
紫	紫	´dzi
姊	姊	´dzi
址	址	´dzi
碾	碾	´dzin
辗	輾	´dzin
展	展	´dzin
剪	剪	´dzin
翦	翦	´dzin
阐	闡	´dzin/´tsin
沼	沼	´dziu
剿	剿	´dziu
组	組	´dzou
枣	棗	´dzou
澡	澡	´dzou
驵	駔	´dzou
藻	藻	´dzou
祖	祖	´dzou
蚤	蚤	´dzou
早	早	´dzou
煮	煮	´dzy
主	主	´dzy
转	轉	´dzyn
传	傳	´dzyn
纂	纂	´dzyn
准	准	´dzœn
隼	隼	´dzœn
尽	儘	´dzœn
准	準	´dzœn
沮	沮	´dzœy
咀	咀	´dzœy
龃	齟	´dzœy
嘴	嘴	´dzœy
掌	掌	´dzœŋ
桨	槳	´dzœŋ
奖	獎	´dzœŋ
蒋	蔣	´dzœŋ
长	長	´dzœŋ
涨	漲	´dzœŋ/¯dzœŋ
济	濟	´dzɐi
仔	仔	´dzɐi
枕	枕	´dzɐm
怎	怎	´dzɐm
疹	疹	´dzɐn
轸	軫	´dzɐn/´tsɐn
帚	帚	´dzɐu
走	走	´dzɐu
酒	酒	´dzɐu
肘	肘	´dzɐu
阻	阻	´dzɔ
左	左	´dzɔ
俎	俎	´dzɔ
崽	崽	´dzɔi
宰	宰	´dzɔi
载	載	´dzɔi
驵	駔	´dzɔŋ
姐	姐	´dzɛ
者	者	´dzɛ
整	整	´dzɪŋ
井	井	´dzɪŋ/´dzɛŋ
种	種	´dzʊŋ
肿	腫	´dzʊŋ
总	總	´dzʊŋ
邸	邸	´dɐi
诋	詆	´dɐi
柢	柢	´dɐi
底	底	´dɐi
骶	骶	´dɐi
抵	抵	´dɐi
墩	墩	´dɐn
斗	斗	´dɐu
蚪	蚪	´dɐu
陡	陡	´dɐu
抖	抖	´dɐu
等	等	´dɐŋ
跺	跺	´dɔ
躲	躲	´dɔ
剁	剁	´dɔ/¯dœk
朵	朵	´dɔ/´dɛu
挡	擋	´dɔŋ
党	黨	´dɔŋ
嗲	嗲	´dɛ
顶	頂	´dɪŋ
鼎	鼎	´dɪŋ
酊	酊	´dɪŋ
董	董	´dʊŋ
懂	懂	´dʊŋ
踵	踵	´dʊŋ
欸	欸	´ei
犯	犯	´fan
反	反	´fan
返	返	´fan
悱	悱	´fei
诽	誹	´fei
斐	斐	´fei
翡	翡	´fei
榧	榧	´fei
匪	匪	´fei
府	府	´fu
抚	撫	´fu
腑	腑	´fu
唬	唬	´fu
拊	拊	´fu
虎	虎	´fu
釜	釜	´fu
斧	斧	´fu
俯	俯	´fu
苦	苦	´fu
琥	琥	´fu
甫	甫	´fu
鲔	鮪	´fui
款	款	´fun
粉	粉	´fɐn
否	否	´fɐu
伙	伙	´fɔ
火	火	´fɔ
伙	夥	´fɔ
颗	顆	´fɔ
晃	晃	´fɔŋ
访	訪	´fɔŋ
幌	幌	´fɔŋ
纺	紡	´fɔŋ
仿	彷	´fɔŋ
恍	恍	´fɔŋ
仿	仿	´fɔŋ
槚	檟	´ga
假	假	´ga
贾	賈	´ga
架	架	´ga
斝	斝	´ga
尕	尕	´ga
解	解	´gai
蚧	蚧	´gai/´gwai
减	減	´gam
柬	柬	´gan
拣	揀	´gan
简	簡	´gan
茧	繭	´gan
锏	鐧	´gan
碱	鹼	´gan
饺	餃	´gau
姣	姣	´gau
狡	狡	´gau
皎	皎	´gau
佼	佼	´gau
铰	鉸	´gau
绞	絞	´gau
搅	攪	´gau
搞	搞	´gau
己	己	´gei
杞	杞	´gei
纪	紀	´gei
几	幾	´gei
检	檢	´gim
睑	瞼	´gim
捡	撿	´gim
矫	矯	´giu
缴	繳	´giu
稿	稿	´gou
槁	槁	´gou
镐	鎬	´gou
缟	縞	´gou
杲	杲	´gou
藁	藁	´gou
估	估	´gu
古	古	´gu
鼓	鼓	´gu
股	股	´gu
贾	賈	´gu
蛊	蠱	´gu
钴	鈷	´gu
牯	牯	´gu
莞	莞	´gun
馆	館	´gun
管	管	´gun
脘	脘	´gun
寡	寡	´gwa
柺	柺	´gwai
拐	拐	´gwai
蒯	蒯	´gwai
轨	軌	´gwɐi
鬼	鬼	´gwɐi
诡	詭	´gwɐi
晷	晷	´gwɐi
滚	滾	´gwɐn
裹	裹	´gwɔ
果	果	´gwɔ
广	廣	´gwɔŋ
犷	獷	´gwɔŋ
诳	誑	´gwɔŋ
炯	炯	´gwɪŋ
迥	迥	´gwɪŋ
卷	卷	´gyn
卷	捲	´gyn
矩	矩	´gœy
榉	櫸	´gœy
蒟	蒟	´gœy
龋	齲	´gœy
莒	莒	´gœy
举	舉	´gœy
感	感	´gɐm
敢	敢	´gɐm
橄	橄	´gɐm
锦	錦	´gɐm
紧	緊	´gɐn
馑	饉	´gɐn
堇	堇	´gɐn
谨	謹	´gɐn
仅	僅	´gɐn
瑾	瑾	´gɐn
韭	韭	´gɐu
九	九	´gɐu
久	久	´gɐu
狗	狗	´gɐu
苟	苟	´gɐu
玖	玖	´gɐu
枸	枸	´gɐu
纠	糾	´gɐu/´dɐu
耿	耿	´gɐŋ
埂	埂	´gɐŋ
梗	梗	´gɐŋ
亘	亙	´gɐŋ
哽	哽	´gɐŋ
鲠	鯁	´gɐŋ/´kɐŋ
改	改	´gɔi
赶	趕	´gɔn
擀	擀	´gɔn
杆	桿	´gɔn
港	港	´gɔŋ
讲	講	´gɔŋ
颈	頸	´gɛŋ
警	警	´gɪŋ
璟	璟	´gɪŋ
竟	竟	´gɪŋ
景	景	´gɪŋ
境	境	´gɪŋ
憬	憬	´gɪŋ
儆	儆	´gɪŋ
珙	珙	´gʊŋ
拱	拱	´gʊŋ
巩	鞏	´gʊŋ
考	考	´hau
拷	拷	´hau
巧	巧	´hau
囍	囍	´hei
喜	喜	´hei
岂	豈	´hei
起	起	´hei
险	險	´him
缱	繾	´hin
遣	遣	´hin
显	顯	´hin
谴	譴	´hin
蚬	蜆	´hin
晓	曉	´hiu
好	好	´hou
犬	犬	´hyn
畎	畎	´hyn
栩	栩	´hœy
诩	詡	´hœy
许	許	´hœy
煦	煦	´hœy/¯hœy
飨	饗	´hœŋ
饷	餉	´hœŋ
晌	晌	´hœŋ
响	響	´hœŋ
享	享	´hœŋ
砍	砍	´hɐm
坎	坎	´hɐm
恳	懇	´hɐn
狠	狠	´hɐn
垦	墾	´hɐn
很	很	´hɐn
口	口	´hɐu
肯	肯	´hɐŋ
啃	啃	´hɐŋ
可	可	´hɔ
嗬	嗬	´hɔ
坷	坷	´hɔ
岢	岢	´hɔ
垲	塏	´hɔi
铠	鎧	´hɔi
海	海	´hɔi
剀	剴	´hɔi
闿	闓	´hɔi
凯	凱	´hɔi
恺	愷	´hɔi
罕	罕	´hɔn
侃	侃	´hɔn
刊	刊	´hɔn/'hɔn
慷	慷	´hɔŋ/´kɔŋ
孔	孔	´hʊŋ
恐	恐	´hʊŋ
绮	綺	´ji
齮	齮	´ji
旖	旖	´ji
倚	倚	´ji
椅	椅	´ji
掩	掩	´jim
魇	魘	´jim
演	演	´jin
兖	兗	´jin
堰	堰	´jin
鼹	鼴	´jin
偃	偃	´jin
衍	衍	´jin/´hin
窈	窈	´jiu
扰	擾	´jiu
夭	夭	´jiu
绕	繞	´jiu/ˏjiu
瘀	瘀	´jy
妪	嫗	´jy
伛	傴	´jy
菀	菀	´jyn
宛	宛	´jyn
苑	苑	´jyn
婉	婉	´jyn
琬	琬	´jyn
鞅	鞅	´jœŋ
饮	飲	´jɐm
瘾	癮	´jɐn
隐	隱	´jɐn
忍	忍	´jɐn
柚	柚	´jɐu
黝	黝	´jɐu
影	影	´jɪŋ
映	映	´jɪŋ
恿	慂	´jʊŋ
冗	冗	´jʊŋ
臃	臃	´jʊŋ
蛹	蛹	´jʊŋ
佣	佣	´jʊŋ
涌	湧	´jʊŋ
俑	俑	´jʊŋ
踊	踴	´jʊŋ
拥	擁	´jʊŋ
卡	卡	´ka
蒈	蒈	´kai
楷	楷	´kai
锴	鍇	´kai/'gai
侩	儈	´kui
桧	檜	´kui
脍	膾	´kui
浍	澮	´kui
郐	鄶	´kui
鲙	鱠	´kui
绘	繪	´kui
聩	聵	´kui
狯	獪	´kui
刽	劊	´kui
贿	賄	´kui
溃	潰	´kui
会	會	´kui/_wui
侉	侉	´kwa
菌	菌	´kwɐn
捆	捆	´kwɐn
启	啟	´kɐi
茄	茄	´kɛ
顷	頃	´kɪŋ
佬	佬	´lou
恋	戀	´lyn
脔	臠	´lyn/ˌlyn
卵	卵	´lœn
两	兩	´lœŋ
搂	摟	´lɐu
裸	裸	´lɔ
郎	郎	´lɔŋ
咧	咧	´lɛ
摸	摸	´mɔ
捻	捻	´nim
朽	朽	´nɐu
钮	鈕	´nɐu
纽	紐	´nɐu
扭	扭	´nɐu
狃	狃	´nɐu
妞	妞	´nɐu
媪	媼	´ou
跑	跑	´pau
否	否	´pei
鄙	鄙	´pei
痞	痞	´pei
仳	仳	´pei
圮	圮	´pei
吡	吡	´pei
片	片	´pin
片	片	´pin
溥	溥	´pou
浦	浦	´pou
普	普	´pou
谱	譜	´pou
脯	脯	´pou/´fu
剖	剖	´pɐu
笸	笸	´pɔ
叵	叵	´pɔ
颇	頗	´pɔ
捧	捧	´pʊŋ/´bʊŋ
洒	灑	´sa
耍	耍	´sa
玺	璽	´sai
徙	徙	´sai
散	散	´san
稍	稍	´sau
省	省	´saŋ
死	死	´sei
屎	屎	´si
史	史	´si
使	使	´si
闪	閃	´sim
陕	陝	´sim
鲜	鮮	´sin
跣	跣	´sin
冼	冼	´sin
癣	癬	´sin
少	少	´siu
小	小	´siu
筱	筱	´siu
嫂	嫂	´sou
数	數	´sou
暑	暑	´sy
黍	黍	´sy
鼠	鼠	´sy
损	損	´syn
选	選	´syn
榫	榫	´sœn
笋	筍	´sœn
水	水	´sœy
鲞	鯗	´sœŋ
赏	賞	´sœŋ
想	想	´sœŋ
使	使	´sɐi
洗	洗	´sɐi
驶	駛	´sɐi
沈	瀋	´sɐm
沈	沈	´sɐm
婶	嬸	´sɐm
审	審	´sɐm
守	守	´sɐu
首	首	´sɐu
搜	搜	´sɐu
手	手	´sɐu
嗾	嗾	´sɐu
擞	擻	´sɐu
艘	艘	´sɐu/'sɐu
所	所	´sɔ
锁	鎖	´sɔ
唢	嗩	´sɔ
琐	瑣	´sɔ
搡	搡	´sɔŋ
爽	爽	´sɔŋ
嗓	嗓	´sɔŋ
写	寫	´sɛ
舍	捨	´sɛ
省	省	´sɪŋ
醒	醒	´sɪŋ/´sɛŋ
耸	聳	´sʊŋ
怂	慫	´sʊŋ
竦	竦	´sʊŋ
悚	悚	´sʊŋ
毯	毯	´tam
忐	忐	´tan
疸	疸	´tan
袒	袒	´tan
钽	鉭	´tan
坦	坦	´tan
亶	亶	´tan
舔	舔	´tim
腆	腆	´tin
讨	討	´tou
钍	釷	´tou
祷	禱	´tou
土	土	´tou
踩	踩	´tsai
踹	踹	´tsai
惨	慘	´tsam
产	產	´tsan
铲	鏟	´tsan
炒	炒	´tsau
吵	吵	´tsau
豕	豕	´tsi
矢	矢	´tsi
褫	褫	´tsi
跐	跐	´tsi
始	始	´tsi
此	此	´tsi
齿	齒	´tsi
侈	侈	´tsi
耻	恥	´tsi
谄	諂	´tsim
浅	淺	´tsin
悄	悄	´tsiu
悄	悄	´tsiu/'tsiu
草	草	´tsou
杵	杵	´tsy
贮	貯	´tsy
喘	喘	´tsyn
忖	忖	´tsyn
揣	揣	´tsyn
撺	攛	´tsyn/¯tsyn
蠢	蠢	´tsœn
揣	揣	´tsœy
娶	娶	´tsœy
取	取	´tsœy
抢	搶	´tsœŋ
寝	寢	´tsɐm
碜	磣	´tsɐm
哂	哂	´tsɐn
诊	診	´tsɐn
缜	縝	´tsɐn/´dzɐn
丑	醜	´tsɐu
丑	丑	´tsɐu
础	礎	´tsɔ
楚	楚	´tsɔ
采	采	´tsɔi
彩	綵	´tsɔi
彩	彩	´tsɔi
睬	睬	´tsɔi
采	採	´tsɔi
闯	闖	´tsɔŋ
敞	敞	´tsɔŋ
厂	廠	´tsɔŋ
氅	氅	´tsɔŋ
且	且	´tsɛ
扯	扯	´tsɛ
逞	逞	´tsɪŋ
骋	騁	´tsɪŋ
拯	拯	´tsɪŋ
请	請	´tsɪŋ/´tsɛŋ
宠	寵	´tsʊŋ
冢	冢	´tsʊŋ
腿	腿	´tœy
体	體	´tɐi
椭	橢	´tɔ
妥	妥	´tɔ
倘	倘	´tɔŋ
淌	淌	´tɔŋ
躺	躺	´tɔŋ
帑	帑	´tɔŋ
傥	儻	´tɔŋ
捅	捅	´tʊŋ
桶	桶	´tʊŋ
统	統	´tʊŋ
筒	筒	´tʊŋ/ˌtʊŋ
话	話	´wa
剐	剮	´wa
画	畫	´wa/_wa
玩	玩	´wan
绾	綰	´wan
坞	塢	´wu
浒	滸	´wu
莞	莞	´wun
腕	腕	´wun
碗	碗	´wun
豌	豌	´wun/'wun
玩	玩	´wun/_wun
惋	惋	´wun/´jyn
萎	萎	´wɐi
毁	毀	´wɐi
喟	喟	´wɐi
痿	痿	´wɐi
卉	卉	´wɐi
委	委	´wɐi
猥	猥	´wɐi
稳	穩	´wɐn
枉	枉	´wɔŋ
嗯	嗯	´ŋ̩
矮	矮	´ɐi
黯	黯	´ɐm
揞	揞	´ɐm
呕	嘔	´ɐu
殴	毆	´ɐu/'ɐu
蔼	藹	´ɔi
暧	曖	´ɔi
叆	靉	´ɔi
毐	毐	´ɔi
欸	欸	ˌei
矾	礬	ˌfan
繁	繁	ˌfan
帆	帆	ˌfan
藩	藩	ˌfan
凡	凡	ˌfan
烦	煩	ˌfan
钒	釩	ˌfan
樊	樊	ˌfan
蕃	蕃	ˌfan
梵	梵	ˌfan/_fan
肥	肥	ˌfei
腓	腓	ˌfei
乎	乎	ˌfu
芙	芙	ˌfu
符	符	ˌfu
扶	扶	ˌfu
汾	汾	ˌfɐn
坟	墳	ˌfɐn
焚	焚	ˌfɐn
浮	浮	ˌfɐu
妨	妨	ˌfɔŋ
房	房	ˌfɔŋ
防	防	ˌfɔŋ
缝	縫	ˌfʊŋ
冯	馮	ˌfʊŋ
逢	逢	ˌfʊŋ
缝	縫	ˌfʊŋ/_fʊŋ
遐	遐	ˌha
瑕	瑕	ˌha
蛤	蛤	ˌha
霞	霞	ˌha
谐	諧	ˌhai
骸	骸	ˌhai
鞋	鞋	ˌhai
孩	孩	ˌhai
涵	涵	ˌham
咸	咸	ˌham
衔	銜	ˌham
咸	鹹	ˌham
函	函	ˌham
闲	閒	ˌhan
痫	癇	ˌhan
娴	嫺	ˌhan
行	行	ˌhaŋ
嚎	嚎	ˌhou
嗥	嗥	ˌhou
壕	壕	ˌhou
豪	豪	ˌhou
蠔	蠔	ˌhou
毫	毫	ˌhou
号	號	ˌhou
奚	奚	ˌhɐi
鼷	鼷	ˌhɐi
兮	兮	ˌhɐi
酣	酣	ˌhɐm
晗	晗	ˌhɐm
含	含	ˌhɐm
痕	痕	ˌhɐn
瘊	瘊	ˌhɐu
喉	喉	ˌhɐu
侯	侯	ˌhɐu
猴	猴	ˌhɐu
篌	篌	ˌhɐu
桁	桁	ˌhɐŋ
行	行	ˌhɐŋ
恒	恆	ˌhɐŋ
衡	衡	ˌhɐŋ
荷	荷	ˌhɔ
河	河	ˌhɔ
何	何	ˌhɔ
寒	寒	ˌhɔn
鼾	鼾	ˌhɔn
韩	韓	ˌhɔn
汗	汗	ˌhɔn
邯	邯	ˌhɔn
航	航	ˌhɔŋ
降	降	ˌhɔŋ
行	行	ˌhɔŋ
吭	吭	ˌhɔŋ
杭	杭	ˌhɔŋ
鸿	鴻	ˌhʊŋ
虹	虹	ˌhʊŋ
熊	熊	ˌhʊŋ
洪	洪	ˌhʊŋ
雄	雄	ˌhʊŋ
红	紅	ˌhʊŋ
讧	訌	ˌhʊŋ/¯hʊŋ
谊	誼	ˌji
胰	胰	ˌji
颐	頤	ˌji
迤	迤	ˌji
仪	儀	ˌji
痍	痍	ˌji
宜	宜	ˌji
诒	詒	ˌji
姨	姨	ˌji
移	移	ˌji
怡	怡	ˌji
饴	飴	ˌji
儿	兒	ˌji
贻	貽	ˌji
咦	咦	ˌji
彝	彞	ˌji
而	而	ˌji
蛇	蛇	ˌji
眙	眙	ˌji
沂	沂	ˌji
夷	夷	ˌji
疑	疑	ˌji
炎	炎	ˌjim
盐	鹽	ˌjim
蚺	蚺	ˌjim
阎	閻	ˌjim
髯	髯	ˌjim
嫌	嫌	ˌjim
严	嚴	ˌjim
闫	閆	ˌjim
檐	簷	ˌjim/ˌsim
延	延	ˌjin
筵	筵	ˌjin
妍	妍	ˌjin
燃	燃	ˌjin
舷	舷	ˌjin
然	然	ˌjin
涎	涎	ˌjin
言	言	ˌjin
焉	焉	ˌjin
弦	弦	ˌjin
贤	賢	ˌjin
蜒	蜒	ˌjin
研	研	ˌjin
谣	謠	ˌjiu
尧	堯	ˌjiu
瑶	瑤	ˌjiu
摇	搖	ˌjiu
窑	窯	ˌjiu
遥	遙	ˌjiu
洮	洮	ˌjiu
徭	徭	ˌjiu
姚	姚	ˌjiu
娆	嬈	ˌjiu
飖	颻	ˌjiu
饶	饒	ˌjiu
鳐	鰩	ˌjiu
逾	踰	ˌjy
濡	濡	ˌjy
愚	愚	ˌjy
妤	妤	ˌjy
愉	愉	ˌjy
瑜	瑜	ˌjy
竽	竽	ˌjy
予	予	ˌjy
鱼	魚	ˌjy
隅	隅	ˌjy
渝	渝	ˌjy
萸	萸	ˌjy
盂	盂	ˌjy
渔	漁	ˌjy
娱	娛	ˌjy
嚅	嚅	ˌjy
臾	臾	ˌjy
逾	逾	ˌjy
禺	禺	ˌjy
虞	虞	ˌjy
俞	俞	ˌjy
谀	諛	ˌjy
茹	茹	ˌjy
余	餘	ˌjy
觎	覦	ˌjy
榆	榆	ˌjy
蝓	蝓	ˌjy
狳	狳	ˌjy
于	于	ˌjy
蠕	蠕	ˌjy
如	如	ˌjy
余	余	ˌjy
欤	歟	ˌjy
揄	揄	ˌjy
舆	輿	ˌjy
儒	儒	ˌjy
孺	孺	ˌjy/_jy
圆	圓	ˌjyn
芫	芫	ˌjyn
辕	轅	ˌjyn
元	元	ˌjyn
纨	紈	ˌjyn
沅	沅	ˌjyn
完	完	ˌjyn
袁	袁	ˌjyn
原	原	ˌjyn
缘	緣	ˌjyn
员	員	ˌjyn
眩	眩	ˌjyn
悬	懸	ˌjyn
沿	沿	ˌjyn
烷	烷	ˌjyn
铅	鉛	ˌjyn
园	園	ˌjyn
源	源	ˌjyn
玄	玄	ˌjyn
猿	猿	ˌjyn
丸	丸	ˌjyn/´jyn
蕤	蕤	ˌjœy
飏	颺	ˌjœŋ
疡	瘍	ˌjœŋ
烊	烊	ˌjœŋ
羊	羊	ˌjœŋ
杨	楊	ˌjœŋ
徉	徉	ˌjœŋ
瀼	瀼	ˌjœŋ
禳	禳	ˌjœŋ
穰	穰	ˌjœŋ
蘘	蘘	ˌjœŋ
阳	陽	ˌjœŋ
扬	揚	ˌjœŋ
佯	佯	ˌjœŋ
旸	暘	ˌjœŋ
洋	洋	ˌjœŋ
吟	吟	ˌjɐm
任	任	ˌjɐm
霪	霪	ˌjɐm
淫	淫	ˌjɐm
壬	壬	ˌjɐm
人	人	ˌjɐn
夤	夤	ˌjɐn
仁	仁	ˌjɐn
寅	寅	ˌjɐn
铀	鈾	ˌjɐu
游	遊	ˌjɐu
酋	酋	ˌjɐu
揉	揉	ˌjɐu
蚰	蚰	ˌjɐu
油	油	ˌjɐu
攸	攸	ˌjɐu
柔	柔	ˌjɐu
邮	郵	ˌjɐu
疣	疣	ˌjɐu
犹	猶	ˌjɐu
鱿	魷	ˌjɐu
游	游	ˌjɐu
由	由	ˌjɐu
尤	尤	ˌjɐu
蹂	蹂	ˌjɐu
悠	悠	ˌjɐu
耶	耶	ˌjɛ
爷	爺	ˌjɛ
揶	揶	ˌjɛ
椰	椰	ˌjɛ
邪	邪	ˌjɛ
赢	贏	ˌjɛŋ
荥	滎	ˌjɪŋ
蓥	鎣	ˌjɪŋ
迎	迎	ˌjɪŋ
潆	瀠	ˌjɪŋ
盈	盈	ˌjɪŋ
楹	楹	ˌjɪŋ
赢	贏	ˌjɪŋ
邢	邢	ˌjɪŋ
萤	螢	ˌjɪŋ
萦	縈	ˌjɪŋ
莹	瑩	ˌjɪŋ
凝	凝	ˌjɪŋ
营	營	ˌjɪŋ
荧	熒	ˌjɪŋ
型	型	ˌjɪŋ
瀛	瀛	ˌjɪŋ
嬴	嬴	ˌjɪŋ
仍	仍	ˌjɪŋ
蝇	蠅	ˌjɪŋ
刑	刑	ˌjɪŋ
形	形	ˌjɪŋ
陉	陘	ˌjɪŋ
滢	瀅	ˌjɪŋ/_jɪŋ
融	融	ˌjʊŋ
慵	慵	ˌjʊŋ
溶	溶	ˌjʊŋ
鳙	鱅	ˌjʊŋ
容	容	ˌjʊŋ
镛	鏞	ˌjʊŋ
茸	茸	ˌjʊŋ
熔	熔	ˌjʊŋ
蓉	蓉	ˌjʊŋ
佣	傭	ˌjʊŋ
戎	戎	ˌjʊŋ
庸	庸	ˌjʊŋ
榕	榕	ˌjʊŋ
绒	絨	ˌjʊŋ/´jʊŋ
琦	琦	ˌkei
旂	旂	ˌkei
琪	琪	ˌkei
俟	俟	ˌkei
鳍	鰭	ˌkei
耆	耆	ˌkei
蕲	蘄	ˌkei
祁	祁	ˌkei
祺	祺	ˌkei
旗	旗	ˌkei
麒	麒	ˌkei
奇	奇	ˌkei
岐	岐	ˌkei
萁	萁	ˌkei
其	其	ˌkei
祈	祈	ˌkei
淇	淇	ˌkei
歧	歧	ˌkei
棋	棋	ˌkei
